Date,KOSPI,PortA,PortB
2016-01-04,1918.76,1082.03,1027.94
2016-01-05,1930.53,1079.5,1025.14
2016-01-06,1925.43,1075.7,1021.08
2016-01-07,1904.33,1074.62,1019.95
2016-01-08,1917.62,1079.82,1025.67
2016-01-09,1917.62,1078.05,1023.64
2016-01-10,1917.62,1078.46,1024.09
2016-01-11,1894.84,1079.94,1025.8
2016-01-12,1890.86,1079.66,1025.5
2016-01-13,1916.28,1077.92,1023.63
2016-01-14,1900.01,1079.08,1024.83
2016-01-15,1878.87,1078.56,1024.29
2016-01-16,1878.87,1075.35,1020.9
2016-01-17,1878.87,1075.15,1020.68
2016-01-18,1878.45,1071.79,1017.02
2016-01-19,1889.64,1070.14,1015.22
2016-01-20,1845.45,1071.07,1016.17
2016-01-21,1840.53,1069.58,1014.58
2016-01-22,1879.43,1069.81,1014.82
2016-01-23,1879.43,1067.26,1011.79
2016-01-24,1879.43,1067.45,1012
2016-01-25,1893.43,1060.83,1005.27
2016-01-26,1871.69,1061.09,1005.55
2016-01-27,1897.87,1062.99,1007.47
2016-01-28,1906.94,1062.23,1006.67
2016-01-29,1912.06,1059.35,1003.7
2016-01-30,1912.06,1068.56,1012.83
2016-01-31,1912.06,1065.73,1009.7
2016-02-01,1924.82,1067.1,1011.28
2016-02-02,1906.6,1064.15,1008.08
2016-02-03,1890.67,1068.7,1012.6
2016-02-04,1916.26,1058.62,1001.49
2016-02-05,1917.79,1062.89,1005.92
2016-02-06,1917.79,1058.75,1001.51
2016-02-07,1917.79,1067.68,1010.6
2016-02-08,1917.79,1068.45,1011.47
2016-02-09,1917.79,1070.77,1013.98
2016-02-10,1917.79,1072.35,1015.65
2016-02-11,1861.54,1072.97,1016.32
2016-02-12,1835.28,1069.82,1012.94
2016-02-13,1835.28,1067.55,1010.51
2016-02-14,1835.28,1066.08,1009.08
2016-02-15,1862.2,1065.06,1008.01
2016-02-16,1888.3,1062.31,1005.05
2016-02-17,1883.94,1055.1,997.6
2016-02-18,1908.84,1056.46,999.04
2016-02-19,1916.24,1047.66,989.8
2016-02-20,1916.24,1049.22,991.46
2016-02-21,1916.24,1042.85,984.58
2016-02-22,1916.36,1048.4,990.53
2016-02-23,1914.22,1058.36,1001.16
2016-02-24,1912.53,1054.56,997.29
2016-02-25,1918.57,1039.17,980.65
2016-02-26,1920.16,1034.75,975.86
2016-02-27,1920.16,1038.94,980.39
2016-02-28,1920.16,1037.26,978.74
2016-02-29,1916.66,1029.61,971.25
2016-03-01,1916.66,1019.07,960.77
2016-03-02,1947.42,1004.71,946.14
2016-03-03,1958.17,1007.32,948.8
2016-03-04,1955.63,1013.48,954.94
2016-03-05,1955.63,1009.83,951.27
2016-03-06,1955.63,1025.11,967.31
2016-03-07,1957.87,1028.17,970.34
2016-03-08,1946.12,1029.38,971.7
2016-03-09,1952.95,1032.05,974.51
2016-03-10,1969.33,1035.33,977.8
2016-03-11,1971.41,1024.14,965.9
2016-03-12,1971.41,1028.74,970.75
2016-03-13,1971.41,1031.03,973.17
2016-03-14,1972.27,1028.12,969.88
2016-03-15,1969.97,1027.72,969.47
2016-03-16,1974.9,1023.34,965.1
2016-03-17,1987.99,1022.89,964.64
2016-03-18,1992.12,1021.28,963.03
2016-03-19,1992.12,1016,957.54
2016-03-20,1992.12,1013.49,954.91
2016-03-21,1989.76,1005.42,946.16
2016-03-22,1996.81,1012.57,953.57
2016-03-23,1995.12,1007.99,948.67
2016-03-24,1985.97,1009.85,950.56
2016-03-25,1983.81,1016.41,956.94
2016-03-26,1983.81,1020.99,961.7
2016-03-27,1983.81,1022.44,963.16
2016-03-28,1982.54,1020.25,960.77
2016-03-29,1994.91,1015.76,955.97
2016-03-30,2002.14,1015.68,955.88
2016-03-31,1995.85,1013.65,953.71
2016-04-01,1973.57,1016.32,956.52
2016-04-02,1973.57,1027.01,966.62
2016-04-03,1973.57,1027.3,966.91
2016-04-04,1978.97,1032.79,972.17
2016-04-05,1962.74,1033.93,973.32
2016-04-06,1971.32,1026.41,966.1
2016-04-07,1973.89,1033.1,972.88
2016-04-08,1972.05,1033.02,972.79
2016-04-09,1972.05,1034.26,974.08
2016-04-10,1972.05,1034.84,974.68
2016-04-11,1970.37,1035.62,975.51
2016-04-12,1981.32,1035.5,975.39
2016-04-13,1981.32,1030.53,970.55
2016-04-14,2015.93,1028.64,968.6
2016-04-15,2014.71,1027.42,967.35
2016-04-16,2014.71,1027.33,967.26
2016-04-17,2014.71,1027.92,967.86
2016-04-18,2009.1,1032.3,972.72
2016-04-19,2011.36,1034.83,975.3
2016-04-20,2005.83,1037.67,978.37
2016-04-21,2022.1,1042.18,983.08
2016-04-22,2015.49,1038.8,979.36
2016-04-23,2015.49,1035.32,975.94
2016-04-24,2015.49,1032.27,972.79
2016-04-25,2014.55,1033.61,974.24
2016-04-26,2019.63,1035.57,976.2
2016-04-27,2015.4,1026.27,966.79
2016-04-28,2000.93,1029.14,969.84
2016-04-29,1994.15,1031.06,971.79
2016-04-30,1994.15,1027.6,968.4
2016-05-01,1994.15,1024.62,965.15
2016-05-02,1978.15,1026.38,966.91
2016-05-03,1986.41,1023.29,963.55
2016-05-04,1976.71,1032.53,972.77
2016-05-05,1976.71,1033.74,973.96
2016-05-06,1976.71,1032.85,973.01
2016-05-07,1976.71,1030.63,970.75
2016-05-08,1976.71,1032.91,973.25
2016-05-09,1967.81,1037.1,977.67
2016-05-10,1982.5,1035.19,975.7
2016-05-11,1980.1,1040.02,980.77
2016-05-12,1977.49,1038.84,979.52
2016-05-13,1966.99,1038,978.63
2016-05-14,1966.99,1036.44,977.04
2016-05-15,1966.99,1034.84,975.45
2016-05-16,1967.91,1036.27,976.98
2016-05-17,1968.06,1033.9,974.36
2016-05-18,1956.73,1028.3,968.35
2016-05-19,1946.78,1025.88,965.95
2016-05-20,1947.67,1025.27,965.32
2016-05-21,1947.67,1020.13,960.19
2016-05-22,1947.67,1024.39,964.41
2016-05-23,1955.25,1019.8,959.63
2016-05-24,1937.68,1020.62,960.41
2016-05-25,1960.51,1018.96,958.7
2016-05-26,1957.06,1020.01,959.82
2016-05-27,1969.17,1014.77,954.19
2016-05-28,1969.17,1016.04,955.51
2016-05-29,1969.17,1020.19,959.94
2016-05-30,1967.13,1020.22,959.97
2016-05-31,1983.4,1019.82,959.56
2016-06-01,1982.72,1021.85,961.64
2016-06-02,1985.11,1024.46,964.35
2016-06-03,1985.84,1029.36,969.33
2016-06-04,1985.84,1029.77,969.75
2016-06-05,1985.84,1029.04,969.01
2016-06-06,1985.84,1028.75,968.73
2016-06-07,2011.63,1033.63,973.79
2016-06-08,2027.08,1034.35,974.51
2016-06-09,2024.17,1032.99,973.15
2016-06-10,2017.63,1034,974.24
2016-06-11,2017.63,1037.69,978.04
2016-06-12,2017.63,1040.54,981.2
2016-06-13,1979.06,1041.26,981.89
2016-06-14,1972.03,1043.01,983.75
2016-06-15,1968.83,1042.46,983.18
2016-06-16,1951.99,1037.26,977.76
2016-06-17,1953.4,1038.02,978.5
2016-06-18,1953.4,1041.24,981.97
2016-06-19,1953.4,1046.43,987.84
2016-06-20,1981.12,1047.35,988.72
2016-06-21,1982.7,1048.84,990.27
2016-06-22,1992.58,1048.56,989.98
2016-06-23,1986.71,1043.08,984.47
2016-06-24,1925.24,1049.3,991.13
2016-06-25,1925.24,1051.66,993.55
2016-06-26,1925.24,1051.34,993.23
2016-06-27,1926.85,1051.65,993.56
2016-06-28,1936.22,1050.91,992.77
2016-06-29,1956.36,1051.4,993.28
2016-06-30,1970.35,1051.01,992.86
2016-07-01,1987.32,1051.89,993.82
2016-07-02,1987.32,1051.57,993.46
2016-07-03,1987.32,1053.82,995.82
2016-07-04,1995.3,1055.55,997.58
2016-07-05,1989.85,1053.64,995.65
2016-07-06,1953.12,1051.73,993.61
2016-07-07,1974.08,1047.14,988.82
2016-07-08,1963.1,1051.55,993.69
2016-07-09,1963.1,1055.14,997.76
2016-07-10,1963.1,1058.49,1001.32
2016-07-11,1988.54,1057.65,1000.4
2016-07-12,1991.23,1058.51,1001.33
2016-07-13,2005.55,1059.78,1002.63
2016-07-14,2008.77,1060.07,1002.93
2016-07-15,2017.26,1058.5,1001.26
2016-07-16,2017.26,1059.76,1002.66
2016-07-17,2017.26,1055,998
2016-07-18,2021.11,1056.37,999.57
2016-07-19,2016.89,1055.85,999
2016-07-20,2015.46,1060.87,1004.62
2016-07-21,2012.22,1061.85,1005.63
2016-07-22,2010.34,1059.9,1003.72
2016-07-23,2010.34,1057.33,1000.8
2016-07-24,2010.34,1056.9,1000.37
2016-07-25,2012.32,1053.36,996.6
2016-07-26,2027.34,1052.39,995.54
2016-07-27,2025.05,1056.77,999.8
2016-07-28,2021.1,1057.25,1000.28
2016-07-29,2016.19,1059.4,1002.39
2016-07-30,2016.19,1059.01,1001.97
2016-07-31,2016.19,1058.85,1001.81
2016-08-01,2029.61,1054.76,997.06
2016-08-02,2019.03,1056.58,999.04
2016-08-03,1994.79,1056.48,998.93
2016-08-04,2000.03,1053.94,996.21
2016-08-05,2017.94,1059.81,1002.31
2016-08-06,2017.94,1060.31,1002.83
2016-08-07,2017.94,1061.49,1004.1
2016-08-08,2031.12,1059.51,1001.99
2016-08-09,2043.78,1057.78,1000.21
2016-08-10,2044.64,1056.78,999.16
2016-08-11,2048.8,1054.6,996.9
2016-08-12,2050.47,1055.67,997.93
2016-08-13,2050.47,1057.86,1000.4
2016-08-14,2050.47,1053.19,995.56
2016-08-15,2050.47,1053.89,996.3
2016-08-16,2047.76,1057.47,1000.12
2016-08-17,2043.75,1057.85,1000.52
2016-08-18,2055.47,1057.4,1000.06
2016-08-19,2056.24,1057.57,1000.23
2016-08-20,2056.24,1060.26,1003.15
2016-08-21,2056.24,1060.16,1003.04
2016-08-22,2042.16,1061.18,1004.07
2016-08-23,2049.93,1062.72,1005.63
2016-08-24,2043.76,1063.29,1006.22
2016-08-25,2042.92,1062.92,1005.83
2016-08-26,2037.5,1062.91,1005.82
2016-08-27,2037.5,1062.75,1005.65
2016-08-28,2037.5,1056.5,999.52
2016-08-29,2032.35,1057.65,1000.81
2016-08-30,2039.74,1062.05,1005.78
2016-08-31,2034.65,1063.84,1007.65
2016-09-01,2032.72,1064.68,1008.59
2016-09-02,2038.31,1069.32,1013.74
2016-09-03,2038.31,1070.57,1015.07
2016-09-04,2038.31,1071.17,1015.75
2016-09-05,2060.08,1071.27,1015.86
2016-09-06,2066.53,1071.94,1016.61
2016-09-07,2061.88,1074.82,1019.59
2016-09-08,2063.73,1075.25,1020.03
2016-09-09,2037.87,1074.99,1019.74
2016-09-10,2037.87,1076.46,1021.39
2016-09-11,2037.87,1079.24,1024.46
2016-09-12,1991.48,1080,1025.3
2016-09-13,1999.36,1080.26,1025.58
2016-09-14,1999.36,1079.39,1024.69
2016-09-15,1999.36,1079.91,1025.25
2016-09-16,1999.36,1081.07,1026.48
2016-09-17,1999.36,1080.89,1026.29
2016-09-18,1999.36,1081.06,1026.47
2016-09-19,2015.78,1078.84,1024.25
2016-09-20,2025.71,1078.65,1024.04
2016-09-21,2035.99,1082.44,1028.23
2016-09-22,2049.7,1076.62,1022.37
2016-09-23,2054.07,1077.36,1023.16
2016-09-24,2054.07,1077.13,1022.91
2016-09-25,2054.07,1080.89,1026.99
2016-09-26,2047.11,1081.85,1028.08
2016-09-27,2062.82,1085.81,1032.61
2016-09-28,2053.06,1084.41,1031.18
2016-09-29,2068.72,1085.85,1032.71
2016-09-30,2043.63,1084.03,1030.61
2016-10-01,2043.63,1085.08,1031.78
2016-10-02,2043.63,1082.89,1029.52
2016-10-03,2043.63,1086.9,1034.14
2016-10-04,2054.86,1085.62,1032.68
2016-10-05,2053,1085.7,1032.76
2016-10-06,2065.3,1084.98,1031.96
2016-10-07,2053.8,1084.9,1031.87
2016-10-08,2053.8,1086.48,1033.52
2016-10-09,2053.8,1085.27,1032.16
2016-10-10,2056.82,1089.95,1037
2016-10-11,2031.93,1090.79,1037.9
2016-10-12,2033.73,1088.51,1035.57
2016-10-13,2015.44,1090.94,1038.42
2016-10-14,2022.66,1095.15,1042.98
2016-10-15,2022.66,1096.74,1044.78
2016-10-16,2022.66,1096.76,1044.81
2016-10-17,2027.61,1096.32,1044.3
2016-10-18,2040.43,1099.34,1047.67
2016-10-19,2040.94,1098.8,1047.1
2016-10-20,2040.6,1096.52,1044.62
2016-10-21,2033,1096.01,1044.09
2016-10-22,2033,1094.08,1041.94
2016-10-23,2033,1095.82,1043.87
2016-10-24,2047.74,1094.15,1041.94
2016-10-25,2037.17,1090.47,1038.16
2016-10-26,2013.89,1085.44,1032.45
2016-10-27,2024.12,1084.36,1031.27
2016-10-28,2019.42,1084.06,1030.96
2016-10-29,2019.42,1086.03,1033.11
2016-10-30,2019.42,1090.41,1037.8
2016-10-31,2008.19,1089.23,1036.41
2016-11-01,2007.39,1088.18,1035.29
2016-11-02,1978.94,1090.87,1038.2
2016-11-03,1983.8,1092.34,1039.76
2016-11-04,1982.02,1089.9,1037.22
2016-11-05,1982.02,1091.1,1038.47
2016-11-06,1982.02,1092.39,1039.81
2016-11-07,1997.58,1091.57,1038.89
2016-11-08,2003.38,1088.5,1035.35
2016-11-09,1958.38,1089.87,1036.87
2016-11-10,2002.6,1092.5,1039.72
2016-11-11,1984.43,1091.59,1038.71
2016-11-12,1984.43,1086.35,1033.22
2016-11-13,1984.43,1083.18,1029.95
2016-11-14,1974.4,1082.35,1029.05
2016-11-15,1967.53,1079.85,1026.43
2016-11-16,1979.65,1078.77,1025.34
2016-11-17,1980.55,1082.58,1029.37
2016-11-18,1974.58,1079.15,1025.82
2016-11-19,1974.58,1081.89,1028.84
2016-11-20,1974.58,1082.61,1029.63
2016-11-21,1966.05,1083.45,1030.62
2016-11-22,1983.47,1085.11,1032.52
2016-11-23,1987.95,1082.03,1029
2016-11-24,1971.26,1082.19,1029.16
2016-11-25,1974.46,1084.92,1032.35
2016-11-26,1974.46,1084.1,1031.45
2016-11-27,1974.46,1086.48,1034.06
2016-11-28,1978.13,1088.64,1036.48
2016-11-29,1978.39,1088.51,1036.34
2016-11-30,1983.48,1088.47,1036.3
2016-12-01,1983.75,1086.87,1034.44
2016-12-02,1970.61,1087.48,1035.16
2016-12-03,1970.61,1085.82,1033.37
2016-12-04,1970.61,1076.47,1022.85
2016-12-05,1963.36,1080.25,1026.73
2016-12-06,1989.86,1082.41,1029.06
2016-12-07,1991.89,1085.38,1032.27
2016-12-08,2031.07,1088.09,1035.42
2016-12-09,2024.69,1089.2,1036.66
2016-12-10,2024.69,1090.17,1037.7
2016-12-11,2024.69,1089.59,1037.02
2016-12-12,2027.24,1090.39,1037.88
2016-12-13,2035.98,1093.01,1040.8
2016-12-14,2036.87,1093.04,1040.84
2016-12-15,2036.65,1093.71,1041.59
2016-12-16,2042.24,1093.79,1041.68
2016-12-17,2042.24,1093.54,1041.38
2016-12-18,2042.24,1091.23,1039.03
2016-12-19,2038.39,1091.02,1038.8
2016-12-20,2041.94,1090.58,1038.31
2016-12-21,2037.96,1092.19,1039.93
2016-12-22,2035.73,1093.19,1041.06
2016-12-23,2035.9,1095.66,1043.69
2016-12-24,2035.9,1096,1044.06
2016-12-25,2035.9,1094.36,1042.42
2016-12-26,2037.75,1095.75,1044.01
2016-12-27,2042.17,1097.25,1045.7
2016-12-28,2024.49,1096.66,1045.02
2016-12-29,2026.46,1098.35,1046.89
2016-12-30,2026.46,1095.2,1043.45
2016-12-31,2026.46,1096.47,1044.87
2017-01-01,2026.46,1096.09,1044.42
2017-01-02,2026.16,1096.85,1045.26
2017-01-03,2043.97,1093.17,1041.33
2017-01-04,2045.64,1095.1,1043.36
2017-01-05,2041.95,1096.89,1045.41
2017-01-06,2049.12,1097.93,1046.59
2017-01-07,2049.12,1097.69,1046.33
2017-01-08,2049.12,1098.32,1047.05
2017-01-09,2048.78,1099.6,1048.33
2017-01-10,2045.12,1094.64,1042.55
2017-01-11,2075.17,1093.4,1041.24
2017-01-12,2087.14,1089.26,1036.82
2017-01-13,2076.79,1087.51,1034.99
2017-01-14,2076.79,1089.87,1037.74
2017-01-15,2076.79,1085.1,1032.09
2017-01-16,2064.17,1085.48,1032.51
2017-01-17,2071.87,1084.11,1031.04
2017-01-18,2070.54,1086.4,1033.67
2017-01-19,2072.79,1086.26,1033.52
2017-01-20,2065.61,1080.33,1026.7
2017-01-21,2065.61,1078.69,1024.98
2017-01-22,2065.61,1081.22,1027.6
2017-01-23,2065.99,1081.15,1027.52
2017-01-24,2065.76,1084.81,1031.16
2017-01-25,2066.94,1083.92,1030.18
2017-01-26,2083.59,1084.84,1031.17
2017-01-27,2083.59,1088.38,1035.08
2017-01-28,2083.59,1087.55,1034.22
2017-01-29,2083.59,1084.16,1030.42
2017-01-30,2083.59,1088.42,1034.94
2017-01-31,2067.57,1088.57,1035.1
2017-02-01,2080.48,1086.28,1032.42
2017-02-02,2071.01,1083.22,1029.05
2017-02-03,2073.16,1083.93,1029.86
2017-02-04,2073.16,1086.74,1033.03
2017-02-05,2073.16,1087.57,1033.96
2017-02-06,2077.66,1087.14,1033.52
2017-02-07,2075.21,1089.22,1035.6
2017-02-08,2065.08,1092.64,1039.36
2017-02-09,2065.88,1092.72,1039.44
2017-02-10,2075.08,1092.72,1039.44
2017-02-11,2075.08,1091.7,1038.37
2017-02-12,2075.08,1092.23,1038.94
2017-02-13,2078.65,1090.43,1037.02
2017-02-14,2074.57,1090.21,1036.78
2017-02-15,2083.86,1095.03,1041.89
2017-02-16,2081.84,1093.87,1040.65
2017-02-17,2080.58,1095.26,1042.12
2017-02-18,2080.58,1093.45,1040.07
2017-02-19,2080.58,1094.95,1041.64
2017-02-20,2084.39,1094.95,1041.64
2017-02-21,2102.93,1095.82,1042.64
2017-02-22,2106.61,1096.96,1043.83
2017-02-23,2107.63,1096.38,1043.16
2017-02-24,2094.12,1097.15,1044.02
2017-02-25,2094.12,1096.29,1043.15
2017-02-26,2094.12,1100.06,1046.91
2017-02-27,2085.52,1101.14,1048.13
2017-02-28,2091.64,1101.89,1048.96
2017-03-01,2091.64,1101.91,1048.99
2017-03-02,2102.65,1101.72,1048.77
2017-03-03,2078.75,1102.63,1049.71
2017-03-04,2078.75,1101.21,1048.22
2017-03-05,2078.75,1099.2,1045.97
2017-03-06,2081.36,1099.29,1046.07
2017-03-07,2094.05,1102.46,1049.53
2017-03-08,2095.41,1103.41,1050.6
2017-03-09,2091.06,1102.02,1049.08
2017-03-10,2097.35,1098.46,1045.1
2017-03-11,2097.35,1099.83,1046.61
2017-03-12,2097.35,1103.61,1050.61
2017-03-13,2117.59,1102.36,1049.22
2017-03-14,2133.78,1101.99,1048.82
2017-03-15,2133,1104.1,1051.13
2017-03-16,2150.08,1103.77,1050.76
2017-03-17,2164.58,1101.54,1048.38
2017-03-18,2164.58,1100.74,1047.5
2017-03-19,2164.58,1102.51,1049.38
2017-03-20,2157.01,1099.92,1046.5
2017-03-21,2178.38,1099.58,1046.15
2017-03-22,2168.3,1095.46,1041.39
2017-03-23,2172.72,1090.87,1036.08
2017-03-24,2168.95,1094.52,1039.98
2017-03-25,2168.95,1093.2,1038.49
2017-03-26,2168.95,1092.38,1037.63
2017-03-27,2155.66,1096.02,1041.82
2017-03-28,2163.31,1096.29,1042.1
2017-03-29,2166.98,1090.7,1036.07
2017-03-30,2164.64,1089.79,1035.14
2017-03-31,2160.23,1087.98,1033.14
2017-04-01,2160.23,1084.67,1029.46
2017-04-02,2160.23,1086.03,1030.89
2017-04-03,2167.51,1080.89,1025.46
2017-04-04,2161.1,1082.5,1027.33
2017-04-05,2160.85,1085.35,1030.54
2017-04-06,2152.75,1087.37,1032.85
2017-04-07,2151.73,1089.52,1034.99
2017-04-08,2151.73,1088.35,1033.6
2017-04-09,2151.73,1092.72,1037.99
2017-04-10,2133.32,1093.15,1038.42
2017-04-11,2123.85,1089.8,1034.66
2017-04-12,2128.91,1091.37,1036.34
2017-04-13,2148.61,1090.6,1035.55
2017-04-14,2134.88,1091.04,1036.03
2017-04-15,2134.88,1094.35,1039.66
2017-04-16,2134.88,1096.42,1041.96
2017-04-17,2145.76,1096.33,1041.86
2017-04-18,2148.46,1098.22,1043.96
2017-04-19,2138.4,1098.32,1044.07
2017-04-20,2149.15,1098.6,1044.39
2017-04-21,2165.04,1102.04,1048.32
2017-04-22,2165.04,1100.94,1047.1
2017-04-23,2165.04,1100.17,1046.24
2017-04-24,2173.74,1101.93,1048.03
2017-04-25,2196.85,1100.16,1046.23
2017-04-26,2207.84,1100.08,1046.15
2017-04-27,2209.46,1097.16,1042.99
2017-04-28,2205.44,1095.59,1041.31
2017-04-29,2205.44,1093.48,1039.19
2017-04-30,2205.44,1092.02,1037.57
2017-05-01,2205.44,1092.43,1038.01
2017-05-02,2219.67,1094,1039.59
2017-05-03,2219.67,1092.49,1037.84
2017-05-04,2241.24,1095.45,1041.1
2017-05-05,2241.24,1098.84,1044.77
2017-05-06,2241.24,1100.13,1046.16
2017-05-07,2241.24,1100.37,1046.42
2017-05-08,2292.76,1103.22,1049.47
2017-05-09,2292.76,1102.38,1048.61
2017-05-10,2270.12,1100.44,1046.45
2017-05-11,2296.37,1099.48,1045.38
2017-05-12,2286.02,1099.97,1045.92
2017-05-13,2286.02,1101.76,1047.95
2017-05-14,2286.02,1100.23,1046.26
2017-05-15,2290.65,1103.09,1049.57
2017-05-16,2295.33,1104.37,1051
2017-05-17,2293.08,1104.42,1051.05
2017-05-18,2286.82,1105.02,1051.65
2017-05-19,2288.48,1104.64,1051.25
2017-05-20,2288.48,1102.89,1049.27
2017-05-21,2288.48,1105.58,1052.16
2017-05-22,2304.03,1106.63,1053.29
2017-05-23,2311.74,1106.4,1053.04
2017-05-24,2317.34,1105.72,1052.29
2017-05-25,2342.93,1105.68,1052.25
2017-05-26,2355.3,1106.4,1053.07
2017-05-27,2355.3,1105.35,1051.92
2017-05-28,2355.3,1102.48,1048.93
2017-05-29,2352.97,1098.05,1043.67
2017-05-30,2343.68,1100.79,1046.68
2017-05-31,2347.38,1100.32,1046.16
2017-06-01,2344.61,1101.6,1047.58
2017-06-02,2371.72,1102.43,1048.5
2017-06-03,2371.72,1105.11,1051.46
2017-06-04,2371.72,1104.42,1050.78
2017-06-05,2368.62,1103.56,1049.83
2017-06-06,2368.62,1102.82,1049.04
2017-06-07,2360.14,1099.56,1045.6
2017-06-08,2363.57,1098.97,1045
2017-06-09,2381.69,1099.09,1045.12
2017-06-10,2381.69,1102.7,1049.28
2017-06-11,2381.69,1100.01,1046.39
2017-06-12,2357.87,1102.42,1048.87
2017-06-13,2374.7,1103.59,1050.14
2017-06-14,2372.64,1103.93,1050.51
2017-06-15,2361.65,1105.58,1052.19
2017-06-16,2361.83,1105.29,1051.86
2017-06-17,2361.83,1103.93,1050.41
2017-06-18,2361.83,1104.45,1050.99
2017-06-19,2370.9,1106.64,1053.45
2017-06-20,2369.23,1108.91,1055.8
2017-06-21,2357.53,1108.57,1055.44
2017-06-22,2370.37,1109.59,1056.56
2017-06-23,2378.6,1107.92,1054.85
2017-06-24,2378.6,1109.95,1057.08
2017-06-25,2378.6,1110.57,1057.74
2017-06-26,2388.66,1112,1059.31
2017-06-27,2391.95,1113.39,1060.94
2017-06-28,2382.56,1112.66,1060.14
2017-06-29,2395.66,1114.18,1061.79
2017-06-30,2391.79,1114.83,1062.47
2017-07-01,2391.79,1115.35,1063.02
2017-07-02,2391.79,1115.82,1063.5
2017-07-03,2394.48,1116.03,1063.72
2017-07-04,2380.52,1119.12,1067.26
2017-07-05,2388.35,1118.66,1066.79
2017-07-06,2387.81,1118.01,1066.08
2017-07-07,2379.87,1117.06,1065.02
2017-07-08,2379.87,1114.11,1062.01
2017-07-09,2379.87,1114.7,1062.64
2017-07-10,2382.1,1117.79,1066.06
2017-07-11,2396,1118.06,1066.36
2017-07-12,2391.77,1114.46,1062.58
2017-07-13,2409.49,1112.09,1060.14
2017-07-14,2414.63,1113.58,1061.87
2017-07-15,2414.63,1114.23,1062.61
2017-07-16,2414.63,1117.27,1065.79
2017-07-17,2425.1,1119.29,1068.12
2017-07-18,2426.04,1119.49,1068.33
2017-07-19,2429.94,1117.84,1066.51
2017-07-20,2441.84,1117.66,1066.3
2017-07-21,2450.06,1114.53,1062.73
2017-07-22,2450.06,1118.51,1067.11
2017-07-23,2450.06,1118.99,1067.65
2017-07-24,2451.53,1120.83,1069.81
2017-07-25,2439.9,1121.91,1070.93
2017-07-26,2434.51,1122,1071.03
2017-07-27,2443.24,1122.48,1071.53
2017-07-28,2400.99,1122.8,1071.88
2017-07-29,2400.99,1125.65,1074.88
2017-07-30,2400.99,1118.71,1067.14
2017-07-31,2402.71,1119.44,1068.01
2017-08-01,2422.96,1120.26,1068.88
2017-08-02,2427.63,1118.96,1067.5
2017-08-03,2386.85,1118.45,1066.97
2017-08-04,2395.45,1122.09,1070.97
2017-08-05,2395.45,1123.77,1072.91
2017-08-06,2395.45,1124.67,1073.86
2017-08-07,2398.75,1122.95,1072.04
2017-08-08,2394.73,1123.2,1072.31
2017-08-09,2368.39,1123.26,1072.37
2017-08-10,2359.47,1120.34,1069.18
2017-08-11,2319.71,1119.96,1068.79
2017-08-12,2319.71,1120.63,1069.5
2017-08-13,2319.71,1123.56,1072.65
2017-08-14,2334.22,1126.59,1075.88
2017-08-15,2334.22,1128.09,1077.56
2017-08-16,2348.26,1127.78,1077.22
2017-08-17,2361.67,1128.95,1078.51
2017-08-18,2358.37,1127.95,1077.42
2017-08-19,2358.37,1132.42,1082.17
2017-08-20,2358.37,1131.91,1081.56
2017-08-21,2355,1133.32,1083.18
2017-08-22,2365.33,1134.96,1084.98
2017-08-23,2366.4,1135.68,1085.78
2017-08-24,2375.84,1134.74,1084.74
2017-08-25,2378.51,1137.34,1087.61
2017-08-26,2378.51,1137.1,1087.36
2017-08-27,2378.51,1138.88,1089.18
2017-08-28,2370.3,1139.14,1089.46
2017-08-29,2364.74,1139.15,1089.48
2017-08-30,2372.29,1138.1,1088.34
2017-08-31,2363.19,1137.04,1087.15
2017-09-01,2357.69,1138.53,1088.91
2017-09-02,2357.69,1139.83,1090.28
2017-09-03,2357.69,1140.53,1091.04
2017-09-04,2329.65,1142.88,1093.81
2017-09-05,2326.62,1144.7,1095.86
2017-09-06,2319.82,1144.28,1095.44
2017-09-07,2346.19,1143.68,1094.81
2017-09-08,2343.72,1144.51,1095.69
2017-09-09,2343.72,1143.03,1094.12
2017-09-10,2343.72,1144.07,1095.22
2017-09-11,2359.08,1145.03,1096.26
2017-09-12,2365.47,1144.42,1095.59
2017-09-13,2360.18,1146.9,1098.17
2017-09-14,2377.66,1145.92,1096.99
2017-09-15,2386.07,1145.51,1096.53
2017-09-16,2386.07,1148.02,1099.17
2017-09-17,2386.07,1146.69,1097.68
2017-09-18,2418.21,1141.89,1092.53
2017-09-19,2416.05,1143.58,1094.42
2017-09-20,2412.2,1144.2,1095.1
2017-09-21,2406.5,1147.42,1098.66
2017-09-22,2388.71,1147.76,1099.06
2017-09-23,2388.71,1147.11,1098.31
2017-09-24,2388.71,1142.16,1093.04
2017-09-25,2380.4,1142.46,1093.37
2017-09-26,2374.32,1143.83,1094.88
2017-09-27,2372.57,1142.2,1093.16
2017-09-28,2373.14,1139.12,1089.74
2017-09-29,2394.47,1134.18,1084.5
2017-09-30,2394.47,1130.32,1080.34
2017-10-01,2394.47,1135.41,1085.75
2017-10-02,2394.47,1134.84,1085.13
2017-10-03,2394.47,1132.35,1082.23
2017-10-04,2394.47,1131.08,1080.9
2017-10-05,2394.47,1135.13,1085.39
2017-10-06,2394.47,1133.93,1084.13
2017-10-07,2394.47,1129.84,1079.86
2017-10-08,2394.47,1129.03,1078.91
