Date,Open,High,Low,Close,Adj Close,Volume
2019-04-23,204.250000,205.190002,202.740005,204.139999,199.603821,2120900
2019-04-24,203.000000,203.520004,199.729996,200.539993,196.083817,4606100
2019-04-25,199.699997,202.559998,199.100006,201.399994,196.924698,2075300
2019-04-26,201.729996,203.119995,200.320007,203.080002,198.567383,1543100
2019-04-29,203.500000,208.000000,203.270004,206.919998,202.322052,2997000
2019-04-30,206.940002,207.990005,204.149994,205.919998,201.344254,1833000
2019-05-01,206.399994,208.410004,204.029999,204.729996,200.180710,1981800
2019-05-02,204.429993,206.220001,203.119995,204.990005,200.434952,1514700
2019-05-03,206.009995,208.750000,205.669998,207.520004,202.908722,1897600
2019-05-06,202.800003,206.979996,201.710007,206.429993,201.842926,1927800
2019-05-07,203.339996,204.000000,201.009995,202.630005,198.127365,2839500
2019-05-08,201.399994,203.199997,200.800003,200.949997,196.484695,1817600
2019-05-09,199.509995,202.220001,197.910004,201.630005,197.149597,2333400
2019-05-10,200.979996,202.100006,198.990005,202.050003,197.560272,2089400
2019-05-13,197.899994,197.899994,194.000000,194.970001,190.637604,3605600
2019-05-14,194.990005,198.130005,194.899994,196.279999,191.918472,2463300
2019-05-15,194.639999,197.589996,193.419998,196.399994,192.035797,2271100
2019-05-16,196.630005,200.000000,196.619995,199.139999,194.714920,2008100
2019-05-17,196.300003,199.089996,196.300003,197.429993,193.042908,1928300
2019-05-20,197.089996,197.779999,195.570007,197.240005,192.857162,2483400
2019-05-21,198.660004,199.320007,198.000000,199.110001,194.685593,2327600
2019-05-22,197.440002,198.479996,195.460007,195.520004,191.175369,2427200
2019-05-23,193.000000,193.000000,189.559998,191.970001,187.704254,3184100
2019-05-24,192.889999,194.070007,191.679993,193.000000,188.711365,1637200
2019-05-28,192.000000,193.309998,189.389999,189.440002,185.230469,3040000
2019-05-29,187.740005,188.649994,184.919998,188.050003,184.700089,2815800
2019-05-30,188.089996,189.369995,186.009995,187.369995,184.032196,1919300
2019-05-31,184.770004,184.889999,182.309998,182.490005,179.239151,2640100
2019-06-03,181.699997,183.490005,180.729996,183.190002,179.926682,2857800
2019-06-04,186.179993,189.990005,185.710007,189.880005,186.497498,2420800
2019-06-05,190.100006,190.160004,187.009995,188.440002,185.083145,1967800
2019-06-06,188.059998,190.740005,187.309998,189.809998,186.428741,1653500
2019-06-07,189.880005,190.610001,188.520004,189.809998,186.428741,1838600
2019-06-10,191.399994,197.000000,191.399994,194.119995,190.661957,2372000
2019-06-11,195.300003,196.119995,193.509995,194.729996,191.261093,1632200
2019-06-12,193.610001,194.050003,189.830002,190.220001,186.831436,2058800
2019-06-13,190.410004,192.250000,190.070007,191.449997,188.039520,1411400
2019-06-14,191.289993,192.169998,189.309998,191.660004,188.245773,1403900
2019-06-17,192.020004,193.229996,190.740005,190.830002,187.430573,1155600
2019-06-18,190.669998,197.130005,190.669998,194.979996,191.506622,2363000
2019-06-19,195.350006,197.610001,194.789993,195.639999,192.154892,2196800
2019-06-20,197.500000,198.190002,193.610001,195.699997,192.213806,2749300
2019-06-21,195.339996,198.339996,193.970001,195.940002,192.449539,3365500
